"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"04/07/2020","AirNow","040131004","3","4","ug/m3 LC","17","NORTH PHOENIX","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5603100008696","-112.06619"
"04/08/2020","AirNow","040131004","3","4","ug/m3 LC","17","NORTH PHOENIX","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5603100008696","-112.06619"
"04/09/2020","AirNow","040131004","3","3.6","ug/m3 LC","15","NORTH PHOENIX","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5603100008696","-112.06619"
"04/10/2020","AirNow","040131004","3","4.6","ug/m3 LC","19","NORTH PHOENIX","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5603100008696","-112.06619"
"04/11/2020","AirNow","040131004","3","3.5","ug/m3 LC","15","NORTH PHOENIX","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5603100008696","-112.06619"
"04/12/2020","AirNow","040131004","3","3.8","ug/m3 LC","16","NORTH PHOENIX","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5603100008696","-112.06619"
"04/13/2020","AirNow","040131004","3","3.6","ug/m3 LC","15","NORTH PHOENIX","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5603100008696","-112.06619"
"04/14/2020","AirNow","040131004","3","3.6","ug/m3 LC","15","NORTH PHOENIX","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5603100008696","-112.06619"
"04/15/2020","AirNow","040131004","3","4.9","ug/m3 LC","20","NORTH PHOENIX","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5603100008696","-112.06619"
"01/01/2020","AirNow","040132001","3","64.9","ug/m3 LC","156","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/02/2020","AirNow","040132001","3","11.3","ug/m3 LC","47","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/03/2020","AirNow","040132001","3","10.7","ug/m3 LC","45","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/04/2020","AirNow","040132001","3","14.9","ug/m3 LC","57","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/05/2020","AirNow","040132001","3","13.4","ug/m3 LC","54","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/06/2020","AirNow","040132001","3","8.2","ug/m3 LC","34","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/07/2020","AirNow","040132001","3","4.6","ug/m3 LC","19","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/08/2020","AirNow","040132001","3","9.7","ug/m3 LC","40","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/09/2020","AirNow","040132001","3","9.5","ug/m3 LC","40","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/10/2020","AirNow","040132001","3","4.5","ug/m3 LC","19","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/11/2020","AirNow","040132001","3","11.6","ug/m3 LC","48","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/12/2020","AirNow","040132001","3","11.8","ug/m3 LC","49","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/13/2020","AirNow","040132001","3","9.9","ug/m3 LC","41","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/14/2020","AirNow","040132001","3","9.1","ug/m3 LC","38","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/15/2020","AirNow","040132001","3","10.3","ug/m3 LC","43","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/16/2020","AirNow","040132001","3","9.2","ug/m3 LC","38","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/17/2020","AirNow","040132001","3","8.3","ug/m3 LC","35","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/18/2020","AirNow","040132001","3","13.6","ug/m3 LC","54","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/19/2020","AirNow","040132001","3","7.3","ug/m3 LC","30","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/20/2020","AirNow","040132001","3","4.9","ug/m3 LC","20","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/21/2020","AirNow","040132001","3","6.8","ug/m3 LC","28","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/22/2020","AirNow","040132001","3","8.8","ug/m3 LC","37","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/23/2020","AirNow","040132001","3","13.3","ug/m3 LC","54","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/24/2020","AirNow","040132001","3","8.8","ug/m3 LC","37","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/25/2020","AirNow","040132001","3","10.9","ug/m3 LC","45","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/26/2020","AirNow","040132001","3","14.1","ug/m3 LC","55","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/27/2020","AirNow","040132001","3","8.2","ug/m3 LC","34","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/28/2020","AirNow","040132001","3","5.8","ug/m3 LC","24","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/29/2020","AirNow","040132001","3","5.9","ug/m3 LC","25","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/30/2020","AirNow","040132001","3","2.4","ug/m3 LC","10","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/31/2020","AirNow","040132001","3","3.3","ug/m3 LC","14","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/01/2020","AirNow","040132001","3","9","ug/m3 LC","38","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/02/2020","AirNow","040132001","3","6.2","ug/m3 LC","26","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/03/2020","AirNow","040132001","3","6","ug/m3 LC","25","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/04/2020","AirNow","040132001","3","2.5","ug/m3 LC","10","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/05/2020","AirNow","040132001","3","3.7","ug/m3 LC","15","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/06/2020","AirNow","040132001","3","11.7","ug/m3 LC","49","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/07/2020","AirNow","040132001","3","14.3","ug/m3 LC","56","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/08/2020","AirNow","040132001","3","19","ug/m3 LC","66","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/09/2020","AirNow","040132001","3","9.5","ug/m3 LC","40","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/10/2020","AirNow","040132001","3","5.8","ug/m3 LC","24","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/11/2020","AirNow","040132001","3","2.2","ug/m3 LC","9","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/12/2020","AirNow","040132001","3","6.5","ug/m3 LC","27","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/13/2020","AirNow","040132001","3","9.7","ug/m3 LC","40","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/14/2020","AirNow","040132001","3","8.3","ug/m3 LC","35","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/15/2020","AirNow","040132001","3","12.9","ug/m3 LC","53","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/16/2020","AirNow","040132001","3","11.1","ug/m3 LC","46","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/17/2020","AirNow","040132001","3","11.8","ug/m3 LC","49","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/18/2020","AirNow","040132001","3","11","ug/m3 LC","46","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/19/2020","AirNow","040132001","3","9.7","ug/m3 LC","40","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/20/2020","AirNow","040132001","3","9.6","ug/m3 LC","40","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/21/2020","AirNow","040132001","3","5.9","ug/m3 LC","25","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/22/2020","AirNow","040132001","3","5.2","ug/m3 LC","22","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/23/2020","AirNow","040132001","3","6.3","ug/m3 LC","26","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/24/2020","AirNow","040132001","3","7.9","ug/m3 LC","33","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/25/2020","AirNow","040132001","3","3.5","ug/m3 LC","15","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/26/2020","AirNow","040132001","3","1.9","ug/m3 LC","8","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/27/2020","AirNow","040132001","3","5.5","ug/m3 LC","23","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/28/2020","AirNow","040132001","3","3.5","ug/m3 LC","15","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"02/29/2020","AirNow","040132001","3","7.9","ug/m3 LC","33","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/01/2020","AirNow","040132001","3","6.2","ug/m3 LC","26","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/02/2020","AirNow","040132001","3","5.2","ug/m3 LC","22","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/03/2020","AirNow","040132001","3","4.1","ug/m3 LC","17","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/04/2020","AirNow","040132001","3","4.7","ug/m3 LC","20","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/05/2020","AirNow","040132001","3","6.3","ug/m3 LC","26","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/06/2020","AirNow","040132001","3","5.3","ug/m3 LC","22","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/07/2020","AirNow","040132001","3","4.2","ug/m3 LC","18","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/08/2020","AirNow","040132001","3","4.7","ug/m3 LC","20","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/09/2020","AirNow","040132001","3","6.7","ug/m3 LC","28","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/10/2020","AirNow","040132001","3","3.5","ug/m3 LC","15","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/13/2020","AirNow","040132001","3","3","ug/m3 LC","13","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/14/2020","AirNow","040132001","3","4.8","ug/m3 LC","20","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/15/2020","AirNow","040132001","3","6.7","ug/m3 LC","28","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/16/2020","AirNow","040132001","3","3.7","ug/m3 LC","15","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/17/2020","AirNow","040132001","3","1.9","ug/m3 LC","8","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/18/2020","AirNow","040132001","3","1","ug/m3 LC","4","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/19/2020","AirNow","040132001","3","2","ug/m3 LC","8","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/20/2020","AirNow","040132001","3","2.5","ug/m3 LC","10","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/21/2020","AirNow","040132001","3","3.6","ug/m3 LC","15","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/22/2020","AirNow","040132001","3","6.1","ug/m3 LC","25","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/23/2020","AirNow","040132001","3","4.1","ug/m3 LC","17","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/24/2020","AirNow","040132001","3","3","ug/m3 LC","13","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/25/2020","AirNow","040132001","3","5.6","ug/m3 LC","23","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/27/2020","AirNow","040132001","3","2.7","ug/m3 LC","11","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/28/2020","AirNow","040132001","3","6.4","ug/m3 LC","27","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/29/2020","AirNow","040132001","3","5.9","ug/m3 LC","25","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/30/2020","AirNow","040132001","3","3.8","ug/m3 LC","16","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"03/31/2020","AirNow","040132001","3","5","ug/m3 LC","21","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"04/01/2020","AirNow","040132001","3","5.3","ug/m3 LC","22","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"04/02/2020","AirNow","040132001","3","3.9","ug/m3 LC","16","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"04/03/2020","AirNow","040132001","3","4.8","ug/m3 LC","20","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"04/04/2020","AirNow","040132001","3","6.7","ug/m3 LC","28","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"04/05/2020","AirNow","040132001","3","4.5","ug/m3 LC","19","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"04/06/2020","AirNow","040132001","3","3.3","ug/m3 LC","14","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"04/07/2020","AirNow","040132001","3","2.4","ug/m3 LC","10","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"04/08/2020","AirNow","040132001","3","2.5","ug/m3 LC","10","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"04/09/2020","AirNow","040132001","3","2.8","ug/m3 LC","12","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"04/10/2020","AirNow","040132001","3","4.3","ug/m3 LC","18","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"04/11/2020","AirNow","040132001","3","3.5","ug/m3 LC","15","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"04/12/2020","AirNow","040132001","3","2.2","ug/m3 LC","9","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"04/13/2020","AirNow","040132001","3","2.9","ug/m3 LC","12","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"04/14/2020","AirNow","040132001","3","3.1","ug/m3 LC","13","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"04/15/2020","AirNow","040132001","3","4","ug/m3 LC","17","GLENDALE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.5745300008697","-112.19193"
"01/01/2020","AirNow","040134003","3","64.7","ug/m3 LC","156","SOUTH PHOENIX","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4031400008676","-112.07526"
"01/02/2020","AirNow","040134003","3","21","ug/m3 LC","70","SOUTH PHOENIX","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4031400008676","-112.07526"
